close
110629.15
110557.76
110649.44
110504.15
110753.42
111071.25
111115.98
111225.02
111292.13
111115.92
111214.62
111145.59
111329.99
111202.02
110962.83
111053.76
111259.99
111330.3
111050.14
111250.01
111137.34
110837.96
110890.57
111240.0
111052.11
110979.35
111027.16
111113.26
111280.39
111684.25
112094.99
112048.0
112052.43
112034.51
111906.55
112645.05
112631.75
112398.0
112214.4
112477.01
112097.31
111958.04
112326.45
112236.71
112065.23
111650.03
111364.73
111330.71
111708.0
112024.01
112200.0
113022.61
112991.11
112992.69
112966.54
112732.62
112433.59
112671.76
112760.58
111767.45
110880.76
110975.99
111025.44
111131.92
111301.53
111530.16
111299.61
111556.16
111546.39
111010.46
111005.64
111411.13
111545.88
111520.43
111577.31
111792.33
112553.65
112370.08
112274.29
112270.01
112299.99
113413.51
113952.0
113899.99
113853.99
113759.89
113738.01
113584.85
113574.52
113566.39
113842.53
113881.2
113960.0
113885.7
113903.23
113819.02
114400.01
114158.29
114266.0
114324.64
114083.58
114049.39
113895.29
114062.32
113999.99
113975.99
114628.08
114463.73
114180.31
114487.53
114589.84
114312.35
114419.99
114395.99
114482.69
115084.0
115482.69
115840.69
115377.29
115391.0
115194.14
115359.99
115612.84
115318.0
115086.7
115048.0
115048.01
114980.85
114913.45
115083.97
115166.45
115260.0
115121.18
115495.56
115815.16
116486.18
116632.51
116157.33
115865.89
116027.46
116029.42
116209.32
115764.3
115886.17
115957.0
115698.4
115704.04
115749.99
115778.71
115978.01
116035.33
115937.99
115974.11
116002.91
115761.05
115797.68
115768.68
115334.0
115571.78
115633.92
115797.12
115905.88
115895.39
115871.58
115918.29
115935.6
115962.93
115852.95
115679.98
115750.99
115860.01
115734.23
115805.39
115933.4
116052.09
116027.26
115794.91
115776.31
115348.1
115401.75
115224.01
115480.0
115557.65
115388.21
115634.99
115802.16
116058.88
116009.61
115268.01
115071.32
115231.69
115362.35
115445.45
116058.01
116520.0
116129.99
115806.62
114737.27
114868.59
114769.04
115070.0
114721.04
114664.08
114679.56
114842.9
114662.57
115120.03
115307.79
115307.78
115379.99
115528.0
115288.01
115349.71
115088.66
115024.24
115034.47
115307.25
115503.01
115936.65
115770.35
115840.0
115658.76
115477.27
115372.46
115287.83
115439.36
115200.0
115296.86
115905.88
116068.06
116461.54
116418.86
116800.12
116839.47
116800.51
116855.58
116788.96
116560.01
116662.25
116686.43
116372.04
116313.49
117108.3
117234.27
117162.48
116860.0
116550.01
116359.14
116258.13
116204.94
116107.19
115606.61
115875.32
115640.77
115504.48
115226.93
115652.02
115621.47
116038.39
116559.69
116447.59
116350.65
116634.84
116950.47
117581.66
117605.16
117273.36
117102.43
117086.01
117229.59
117298.81
117190.47
117063.4
117124.69
117432.04
117640.54
117583.56
117565.6
117579.93
117822.97
117450.21
117521.14
